,ID,Is desens,IC ISI Decile 0,IC ISI Decile 1,IC ISI Decile 2,IC ISI Decile 3,IC ISI Decile 4,IC ISI Decile 5,IC ISI Decile 6,IC ISI Decile 7,IC ISI Decile 8,IC ISI Decile 9,IC ISI Decile 10,IC Phase Decile 0,IC Phase Decile 1,IC Phase Decile 2,IC Phase Decile 3,IC Phase Decile 4,IC Phase Decile 5,IC Phase Decile 6,IC Phase Decile 7,IC Phase Decile 8,IC Phase Decile 9,IC Phase Decile 10,IC Additional feature 0,IC Additional feature 1,IC Additional feature 2,IC Additional feature 3,PD ISI Decile 0,PD ISI Decile 1,PD ISI Decile 2,PD ISI Decile 3,PD ISI Decile 4,PD ISI Decile 5,PD ISI Decile 6,PD ISI Decile 7,PD ISI Decile 8,PD ISI Decile 9,PD ISI Decile 10,PD Phase Decile 0,PD Phase Decile 1,PD Phase Decile 2,PD Phase Decile 3,PD Phase Decile 4,PD Phase Decile 5,PD Phase Decile 6,PD Phase Decile 7,PD Phase Decile 8,PD Phase Decile 9,PD Phase Decile 10,PD Additional feature 0,PD Additional feature 1,PD Additional feature 2,PD Additional feature 3,AM ISI Decile 0,AM ISI Decile 1,AM ISI Decile 2,AM ISI Decile 3,AM ISI Decile 4,AM ISI Decile 5,AM ISI Decile 6,AM ISI Decile 7,AM ISI Decile 8,AM ISI Decile 9,AM ISI Decile 10,AM Phase Decile 0,AM Phase Decile 1,AM Phase Decile 2,AM Phase Decile 3,AM Phase Decile 4,AM Phase Decile 5,AM Phase Decile 6,AM Phase Decile 7,AM Phase Decile 8,AM Phase Decile 9,AM Phase Decile 10,AM Additional feature 0,AM Additional feature 1,AM Additional feature 2,AM Additional feature 3,LG ISI Decile 0,LG ISI Decile 1,LG ISI Decile 2,LG ISI Decile 3,LG ISI Decile 4,LG ISI Decile 5,LG ISI Decile 6,LG ISI Decile 7,LG ISI Decile 8,LG ISI Decile 9,LG ISI Decile 10,LG Phase Decile 0,LG Phase Decile 1,LG Phase Decile 2,LG Phase Decile 3,LG Phase Decile 4,LG Phase Decile 5,LG Phase Decile 6,LG Phase Decile 7,LG Phase Decile 8,LG Phase Decile 9,LG Phase Decile 10,LG Additional feature 0,LG Additional feature 1,LG Additional feature 2,LG Additional feature 3,DG ISI Decile 0,DG ISI Decile 1,DG ISI Decile 2,DG ISI Decile 3,DG ISI Decile 4,DG ISI Decile 5,DG ISI Decile 6,DG ISI Decile 7,DG ISI Decile 8,DG ISI Decile 9,DG ISI Decile 10,DG Phase Decile 0,DG Phase Decile 1,DG Phase Decile 2,DG Phase Decile 3,DG Phase Decile 4,DG Phase Decile 5,DG Phase Decile 6,DG Phase Decile 7,DG Phase Decile 8,DG Phase Decile 9,DG Phase Decile 10,DG Additional feature 0,DG Additional feature 1,DG Additional feature 2,DG Additional feature 3,# Long IC Bursts
189,"9-14-23 Saline +
 GSIF 10^-6M segment 1",False,0.03256,0.04378,0.04818,0.05324,0.056804,0.06204,0.068816,0.08404,0.71126,0.7666999999999007,1.0216800000002877,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,17.88020094238232,0.9011627906979875,1.0431266846368243,7.67441860460952,0.01012,0.01298,0.0154,0.01848,0.02178,0.0242,0.02662,0.02794,0.030184,0.6864000000000252,0.8720800000000963,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,49.82063272773108,0.971745711,1.0081383519836769,0.8138330286417427,0.01012,0.1148399999999583,0.1203399999999419,0.1262799999997241,0.1333200000001397,0.1405799999999999,0.1490279999999074,0.1608200000000579,0.1775399999999535,0.2059199999998782,0.3662999999999101,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,7.101386769172445,0.3933933933928155,1.1092604930042105,0.4696449026366261,0.1077999999999974,0.1475539999998773,0.179828,0.2403719999997974,0.6976199999999153,0.8610800000001291,0.9301600000003418,0.974182,1.7849920000001491,2.7809540000001336,11.16323999999986,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,6.278757775462134,0.9743801978637174,1.3263455053976618,11.009700176377908,0.03828,0.04136,0.0429,0.04598,0.04972,0.05654,0.06402,0.07194,0.0836,0.1005399999999781,19.915500000000065,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,17.504332590584735,0.992101629,1.0136042996304993,50.0,0
190,"9-14-23 Saline +
 GSIF 10^-6M segment 2",False,0.02486,0.05346,0.058036,0.0638,0.06974,0.07634,0.08448,0.1260599999998248,0.7429839999998876,0.7860599999996793,1.7749599999999646,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,15.074029239235363,0.9465790778383576,1.879338457954901,1.899849018621106,0.01012,0.0132,0.01562,0.01892,0.02244,0.02442,0.02662,0.02816,0.03036,0.0748,0.8041000000002896,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,48.91271549511752,0.977564979,1.0005474952097322,34.600000000113,0.01012,0.1106600000002117,0.1161600000002636,0.1225399999997762,0.1289200000001074,0.1357399999999415,0.1430000000000291,0.1524600000000191,0.1658800000000155,0.1890020000005051,0.3915999999999258,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,12.01150068572759,0.6224719101126452,1.187458305536699,0.32560834298911334,0.0979,0.1526359999998021,0.20944,0.5876419999998915,0.8509599999999864,0.9348899999999958,1.0520399999998062,1.901614000000268,2.694780000000037,4.502828000000004,10.501260000000002,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,6.793176550334481,0.9072758887981318,1.3231600831600794,1.3601680084003962,0.03872,0.04378,0.048796,0.0594,0.06886,0.07436,0.08074,0.08866,0.09746,0.1152799999999842,20.571980000000167,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,14.600784019682129,0.992621031,1.1077952849188506,50.0,0
191,"9-14-23 Saline +
 GSIF 10^-6M segment 3",False,0.0319,0.04664,0.0528,0.05698,0.06292,0.0704,0.08008,0.09471,0.7121400000000904,0.7803399999997964,0.9743800000001102,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,16.714017422283913,0.8620456084894232,1.0297605208091878,2.0,0.01012,0.01386,0.01672,0.02024,0.02442,0.02684,0.02794,0.02926,0.03212,0.7000400000001719,0.8445799999999508,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,46.58698180939429,0.9687418598593758,1.0047108086888328,38.01408450673001,0.01012,0.01012,0.01034,0.10868,0.1203399999999419,0.1284799999996266,0.1377200000001721,0.1522399999998924,0.1691799999998693,0.1995399999998426,0.3293400000000019,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,32.741598164566426,0.9692718770870752,1.0046979865771113,0.4308755760370008,0.066,0.1751200000001063,0.7664800000000014,0.8769199999999273,0.9244399999997768,0.9574400000001332,0.9926399999999376,1.877920000000017,2.802579999999807,3.758699999999864,10.963039999999864,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,6.378989353014418,0.9128873013324664,1.2451774112943392,2.304909560723014,0.0407,0.0572,0.066616,0.07546,0.08096,0.08734,0.0924,0.1003200000000106,0.1261480000000119,0.1623600000000351,22.549999999999955,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,12.072604543989929,0.9945365853658538,1.0443411990055789,50.0,0
192,"6-13-24 Saline +
 GSIF 10^-6M segment 0",False,0.02574,0.038434,0.04246,0.04576,0.04906,0.05258,0.0583,0.067298,0.083512,0.6412119999998823,2.9702199999999266,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,20.01820421477842,0.9821494704096552,1.034480116466148,18.489270386282087,0.01012,0.0121,0.01342,0.01496,0.02178,0.02552,0.02772,0.02948,0.03212,0.7315000000000964,1.0115599999999176,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,52.516841542019726,0.9725967812093996,1.007228915662283,5.623188405804482,0.10428,0.1214399999998931,0.1269400000001042,0.1332099999999627,0.1401399999999739,0.1480599999999867,0.1572999999996227,0.1684099999999944,0.1810600000005706,0.2078999999998814,0.3726800000004004,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,6.748111361317887,0.5171192443896083,1.0077334919716865,0.19392185238583937,0.0231,0.216612,0.2402400000000852,0.2566960000002382,0.2846799999999803,0.3330799999998817,0.4070879999998396,0.5471620000003209,0.7031199999996716,0.8299280000000416,4.013460000000123,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,6.074420493836447,0.86685304,1.0187067232522145,4.758558558562793,0.06666,0.075394,0.07876,0.082742,0.09196,0.1020799999998871,0.1148399999997309,0.1339360000000624,0.1733160000000681,0.2314839999999094,14.791040000000066,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,9.884487441734352,0.9840403379343204,1.0446077593573828,36.49624060154724,0
193,"6-13-24 Saline +
 GSIF 10^-6M segment 1",False,0.02772,0.03586,0.03982,0.04312,0.0462,0.0495,0.05324,0.05962,0.0726,0.6039660000000368,2.6105200000001787,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,21.407100531185765,0.9733692904095712,1.0287844633259062,22.203883495061557,0.01012,0.01342,0.02068,0.02354,0.02508,0.0264,0.02772,0.02926,0.0429,0.7092800000000352,0.9380800000001271,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,44.61125673815637,0.9394934333959444,1.0538803756800668,24.054545454256754,0.09944,0.1122000000000298,0.1168200000001888,0.1201199999998152,0.1238599999999223,0.12848,0.1350800000000163,0.1434399999998277,0.1529000000000451,0.1712699999999358,0.3715799999999944,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,7.574230963395113,0.6222616933087624,1.1104536489148844,0.2952548330396876,0.01122,0.2035000000000764,0.2215400000000045,0.2380400000001827,0.2626799999999094,0.3104200000000219,0.3936679999999796,0.5394400000000132,0.7013600000000224,0.8181799999999839,2.8296399999999267,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,6.514954446907611,0.7424195303995608,1.0263325885732404,0.7718921498452431,0.01012,0.07018,0.07348,0.07678,0.08206,0.08866,0.09966,0.1166219999999838,0.1363999999998668,0.1821600000000444,15.18417999999997,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,10.988596195466847,0.9592141294426128,1.1498950384859363,50.0,0
194,"6-13-24 Saline +
 GSIF 10^-6M segment 2",False,0.02552,0.03476,0.03894,0.04268,0.04532,0.04873,0.05302,0.05896,0.07392,0.60764,2.622399999999743,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,21.80106548267476,0.9703859060402948,1.3225341173858196,15.16256157635147,0.01034,0.02068,0.02332,0.02464,0.02596,0.02684,0.02794,0.03014,0.04356,0.7101380000000973,1.0993400000002111,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,40.01564356338152,0.9875925555332103,1.1264652840395284,6.118518518401018,0.09966,0.1110339999999268,0.1150600000000849,0.11858,0.1227599999997437,0.1287000000002081,0.1359599999996135,0.1443199999998796,0.1544400000005225,0.1701919999998609,0.3319799999999304,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,7.601719408184661,0.5453943008612762,1.019594594593998,0.1811594202887968,0.01034,0.1814999999996871,0.2094399999996312,0.2289100000000417,0.2472800000000461,0.2862199999995027,0.3486999999995532,0.5005000000001019,0.6848599999998441,0.8709799999996903,3.802039999999579,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,7.299990185009651,0.8085291054275608,1.268310582709259,1.3486523842429146,0.05962,0.06721,0.0704,0.07348,0.0781,0.0847,0.09658,0.1126399999998284,0.14366,0.1988800000001447,16.148439999999937,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,11.190181661424727,0.9833791994768578,1.3150945086446573,33.3274956216526,0
195,"6-13-24 Saline +
 GSIF 10^-6M segment 3",False,0.0264,0.035574,0.03916,0.04268,0.04598,0.04884,0.05346,0.06006,0.07128,0.6143500000004226,3.529899999999998,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,21.578261700195725,0.9840448737925476,1.2636843348823832,22.49720670409086,0.01012,0.02112,0.02398,0.0253,0.02662,0.02772,0.02904,0.03168,0.04796,0.7226339999998346,1.0500600000000304,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,38.923002607177054,0.988895873,1.0063251106891549,22.368421052736554,0.1014200000004166,0.1128600000001824,0.1163799999999355,0.1205599999998412,0.1245199999998476,0.13046,0.1379400000000714,0.1474000000007436,0.1566400000001522,0.1731399999998757,0.3678399999998873,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,7.507810354080723,0.6806220095720605,1.0054119061936364,0.13909774436760677,0.03652,0.2052819999997609,0.2226400000004105,0.2419120000002294,0.2661999999995714,0.3026100000001861,0.3777399999999034,0.5526620000000088,0.70708,0.7912960000001473,3.7930200000000696,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,5.143391605025212,0.9250623513716236,1.002383720930223,2.2459016393438564,0.05962,0.06842,0.07128,0.07458,0.07854,0.08316,0.09086,0.1036200000000917,0.1243,0.1718200000000251,16.909419999999955,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,11.492312888970789,0.968826843,1.047181122101395,50.0,0
196,"10-3-23 Saline +
 GSIF 10^-6M segment 0",False,0.02134,0.02794,0.03322,0.03542,0.03696,0.03894,0.04136,0.04708,0.06116,0.2731299999999237,2.447279999999864,0,3.0,8.0,16.0,27.0,37.0,49.0,59.0,69.0,82.0,97,26.08776848580285,0.9673678532901596,1.4669655809044455,22.27044025176954,0.01012,0.01166,0.01364,0.01914,0.02046,0.02134,0.02222,0.0231,0.02464,0.6222259999997732,1.1103399999997237,0,13.0,24.0,34.0,44.0,54.0,64.39999999999986,73.0,83.0,93.0,99,55.46137527901948,0.9891024370912072,1.006380857427683,20.92233009722279,0.06292,0.07282,0.07788,0.08228,0.08492,0.08712,0.09196,0.1179200000001401,0.1654399999999896,0.2103199999999105,0.4351599999999962,0,7.0,16.0,27.0,37.0,47.0,57.0,67.0,77.0,89.0,99,10.44137799342814,0.6506572295247852,1.0605898123324136,0.32602739725888535,0.1091199999996206,0.1352780000000393,0.1574760000004062,0.1769460000003846,0.1991439999997965,0.2184599999998226,0.2357079999998404,0.2723379999999906,0.7611560000000299,2.89267,4.585900000000038,0,6.0,26.0,37.0,45.0,53.0,61.0,72.0,93.0,96.0,99,5.782680985,0.9574958023507034,1.0057415806233363,3.5008077544456193,0.03696,0.07854,0.08404,0.08976,0.09526,0.1016400000002022,0.1088999999999487,0.1177000000000134,0.1304600000000846,0.1550999999999476,7.112820000000056,0,10.0,17.0,25.0,33.0,42.0,53.19999999999993,66.0,77.0,86.79999999999995,99,9.98240016,0.9438928582475152,1.0861356535760864,10.798586572428219,19
197,"10-3-23 Saline +
 GSIF 10^-6M segment 1",False,0.02024,0.02761,0.03344,0.03542,0.03718,0.03916,0.04246,0.05038,0.0682,0.4325200000000677,1.65616,0,4.0,10.0,18.0,26.0,38.0,49.0,60.0,68.0,84.0,98,25.79145453866607,0.9719713071202838,1.892884083480666,17.492610837525778,0.01012,0.01166,0.01342,0.01892,0.0198,0.02068,0.02156,0.02244,0.0253,0.123024,1.094280000000026,0,12.0,22.0,32.0,41.0,50.0,59.0,70.0,82.0,92.0,99,56.006088709773245,0.983112183,1.0010062386797702,10.638888889035224,0.06424,0.0748,0.0803,0.08426,0.08734,0.08998,0.09438,0.1210440000000744,0.1764399999999568,0.2258740000000671,0.3968799999997827,0,7.0,16.0,25.0,35.0,45.0,55.0,64.0,76.0,88.29999999999995,99,10.21817898154039,0.6923503325939511,1.012345679011329,0.03245942571848896,0.1183599999999387,0.1616999999998825,0.1788599999997586,0.2021799999999984,0.2226400000001831,0.2405700000001616,0.2952399999996942,0.7391999999999825,0.9420399999996788,2.156770000000052,5.52486,0,8.0,16.6,22.39999999999999,31.200000000000003,40.0,50.79999999999998,59.0,70.0,95.0,99,5.414593340273626,0.9641221678015796,1.0253133548360502,2.1887235708667916,0.04092,0.074866,0.07898,0.08206,0.08426,0.08734,0.09108,0.09768,0.1071399999998448,0.134222,7.866539999999986,0,5.0,11.0,19.0,31.0,52.5,74.0,80.0,86.60000000000002,93.0,99,11.122941783625189,0.9743826383645068,1.0484386453598975,50.0,13
198,"10-3-23 Saline +
 GSIF 10^-6M segment 2",False,0.02134,0.0308,0.0352,0.03784,0.04004,0.04301,0.0506,0.0649,0.08866,0.5213339999998653,1.6539600000000974,-100,-100.0,-100.0,-100.0,-100.0,-100.0,7.0,30.19999999999981,52.0,75.0,99,23.513881340233887,0.9229848363925834,1.0119800780725003,9.328358208965723,0.01012,0.01144,0.01276,0.01892,0.0198,0.02068,0.02156,0.02244,0.02596,0.05148,1.167320000000018,-100,-100.0,-100.0,-100.0,-100.0,-100.0,15.0,34.0,58.0,79.0,99,56.677458775336206,0.9885035808514796,1.0245221085153111,44.48214285781517,0.06732,0.07788,0.0836,0.088,0.09086,0.09372,0.09856,0.1278419999999414,0.1962400000002162,0.2474339999999757,0.4587000000001353,-100,-100.0,-100.0,-100.0,-100.0,-100.0,13.0,32.0,55.600000000000136,78.0,99,9.979010378,0.760191847,1.0210577864838104,0.10850801479660561,0.1363999999998668,0.1744600000004084,0.19866,0.21846,0.2563000000002375,0.4047999999997955,0.7431599999999889,0.8577799999998206,1.0199200000004112,2.119040000000041,5.432679999999664,-100,-100.0,-100.0,-100.0,-100.0,-100.0,10.0,29.0,55.400000000000034,71.0,99,5.297441721480059,0.9661861180854802,1.0085358382682617,2.223198594025066,0.04774,0.07854,0.08228,0.08514,0.08756,0.0902,0.09306,0.09724,0.1049400000001696,0.1247399999999743,7.802739999999858,-100,-100.0,-100.0,-100.0,-100.0,-100.0,6.0,39.0,51.0,89.70000000000005,99,10.904291795937343,0.9764569881861952,1.0007336136113392,50.0,5
199,"10-3-23 Saline +
 GSIF 10^-6M segment 3",False,0.0198,0.03388,0.03674,0.03894,0.04158,0.04686,0.0583,0.07293,0.1106599999998252,0.5752999999999702,0.8674599999999373,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11.400000000000093,71.0,99,22.02637004913816,0.9665229520668102,1.021502590673369,1.1399176954739687,0.01012,0.01166,0.01342,0.01958,0.02024,0.0209,0.02178,0.02288,0.02552,0.6406400000000758,1.1101200000000515,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0,72.0,99,55.230271077662536,0.9885057471263732,1.0329580348003415,0.8567994505489993,0.06754,0.07722,0.0836,0.08844,0.09152,0.09438,0.099,0.1271600000000035,0.2064480000000457,0.2662000000000262,0.4551799999999275,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.200000000000045,71.0,99,10.11795374639989,0.7684871918796686,1.0152109911679534,0.051121076232116446,0.1401400000002013,0.1831280000001015,0.2356199999999262,0.3896200000001952,0.7750599999999395,0.8275299999997969,0.8648200000002362,0.9252539999999272,0.9743799999998828,1.707002000000059,5.192439999999806,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.000000000000057,62.400000000000006,99,5.304598267606837,0.8491653249724391,1.2570302513848044,6.032500000003223,0.05214,0.08052,0.08514,0.08932,0.0924,0.0968,0.1014199999999618,0.1082400000000234,0.11968,0.1421199999999771,9.253640000000132,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10.0,90.0,99,10.156064744774788,0.972492987,1.0510770153431153,32.753488372071395,2
200,"1-5-24 Saline +
 GSIF 10^-6M segment 0",False,0.01012,0.04422,0.04642,0.0484,0.05082,0.05533,0.061556,0.07128,0.08514,0.6446000000000822,10.309419999999818,-100,1.0,3.0,5.0,8.0,10.0,14.0,45.39999999999998,70.0,91.0,99,17.969661651319125,0.99347005,1.185664043721386,43.171052631382004,0.01012,0.0198,0.02706,0.0297,0.03102,0.03256,0.0341,0.0363,0.04048,0.6663800000001174,3.4144000000003416,-100,12.0,26.0,36.0,45.0,53.0,62.0,72.0,82.0,90.0,99,34.98456153077135,0.992203608,1.084404695360606,23.06211180129738,0.08514,0.0946,0.09922,0.1062600000000202,0.1141799999998056,0.1337599999999383,0.1608199999998305,0.1865600000002814,0.2186800000001767,0.2915220000000771,5.061320000000023,-100,4.0,10.0,20.0,39.0,51.0,63.0,74.0,83.0,92.0,99,7.998180465,0.966878206,1.0234441033853632,31.845238095235107,0.2266000000001895,0.2825900000002548,0.3343999999997322,0.4118399999997564,0.4415400000000318,0.4934600000000273,0.6311800000000858,1.497979999999643,8.147699999999986,11.121549999999957,38.80601999999999,-100,1.0,2.6000000000000014,32.0,37.2,45.0,50.0,87.59999999999997,93.0,96.0,99,4.356699045824961,0.7637181035313555,2.6515791530748225,50.0,0.01738,0.0451,0.0484,0.05302,0.0616,0.07172,0.07678,0.08272,0.08866,0.1001000000001113,21.611700000000155,-100,4.0,14.0,20.0,26.0,35.0,46.0,56.0,67.0,81.0,99,15.619778678613574,0.9921005751514193,1.1594570669814188,50.0,11
201,"1-5-24 Saline +
 GSIF 10^-6M segment 1",False,0.03498,0.04378,0.0462,0.04928,0.05434,0.05951,0.06534,0.07458,0.0913,0.97757,8.648419999999987,-100,-100.0,-100.0,-100.0,-100.0,1.0,4.7999999999999545,8.599999999999909,13.400000000000093,25.200000000000045,98,17.707175814261685,0.9857037470428096,1.1118307548717323,27.437017994806528,0.01012,0.0198,0.0264,0.02882,0.03014,0.03124,0.03278,0.03498,0.04026,0.08866,3.4434400000000096,-100,-100.0,-100.0,-100.0,-100.0,-100.0,25.0,41.0,57.0,79.0,99,36.61930780846098,0.9898415537950036,1.255575164447294,28.1946902654983,0.08162,0.0935,0.09856,0.1036200000000917,0.1103519999999662,0.1269400000001042,0.1561560000000099,0.18964,0.2356639999999971,0.3106400000001486,5.729239999999891,-100,-100.0,-100.0,-100.0,-100.0,-100.0,7.0,18.0,48.0,81.0,99,8.260823886389781,0.9738115352123504,1.570308731307227,8.231505657091473,0.2131799999999657,0.3231799999998657,0.3904999999999745,0.4639799999999923,0.5256240000000616,0.6168799999999237,0.6834080000000085,0.7935400000001209,2.1533600000000206,10.553840000000037,64.04178000000002,-100,-100.0,1.0,2.0,12.8,18.0,23.2,34.599999999999994,48.2,94.8,99,4.641119896,0.993579504,3.342200739397001,50.0,0.01012,0.039182,0.05192,0.066286,0.07238,0.077,0.08052,0.08514,0.0902,0.096976,37.61295999999993,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.800000000000182,62.0,99,20.405181173225976,0.9997250947545728,1.4376482063873794,50.0,7
202,"1-5-24 Saline +
 GSIF 10^-6M segment 2",False,0.03564,0.04268,0.04466,0.04664,0.04906,0.05236,0.05764,0.06468,0.07986,0.3918199999999388,9.002400000000307,0,2.0,3.0,5.0,8.0,11.0,14.0,23.0,77.0,92.0,99,18.785515146716417,0.9726539589442214,1.016671221645305,34.128000000098886,0.01012,0.0143,0.02046,0.0264,0.02992,0.03212,0.03388,0.03784,0.045672,0.1130800000000817,3.186260000000402,0,14.0,23.0,33.0,41.0,51.0,60.0,70.0,81.0,90.0,99,39.37045085521752,0.9850169163847364,1.0469890840743188,37.939393940140846,0.08184,0.09086,0.09548,0.1007599999998092,0.1080200000001241,0.1270499999998264,0.1548800000000483,0.182446,0.2117280000003575,0.2841300000000503,6.388580000000047,0,4.0,9.0,16.0,26.0,43.0,64.0,76.0,85.0,93.0,99,8.303469185003944,0.9662522814146504,1.2452401372212765,3.417644059154276,0.2147200000001703,0.2978800000000774,0.3740000000000236,0.4712399999998524,0.6382200000000466,0.7691199999999299,0.90552,2.3713800000004994,12.661000000000058,14.659480000000258,32.11846000000014,0,1.0,1.200000000000001,5.399999999999992,15.800000000000004,21.0,27.6,93.7,95.0,97.9,99,4.489001150319819,0.9869514291781232,1.9371201868216548,50.0,0.01012,0.04026,0.04312,0.04796,0.05412,0.0616,0.06864,0.07656,0.083952,0.095986,30.27001999999993,0,14.0,25.0,39.0,51.0,57.0,62.0,69.0,77.0,88.0,99,20.29166434089489,0.9936623761728616,1.2913643744075296,50.0,10
203,"1-5-24 Saline +
 GSIF 10^-6M segment 3",False,0.01012,0.04246,0.04488,0.0473,0.0506,0.05456,0.05874,0.0693,0.089496,0.6760600000002341,7.558539999999994,-100,-100.0,-100.0,1.0,5.0,8.0,12.0,18.0,41.0,82.5,99,18.79102901569224,0.9812265331664478,1.207754772032226,1.120591581342493,0.01012,0.01408,0.01892,0.02266,0.02904,0.0319,0.0341,0.03828,0.04818,0.1260600000000522,2.29856,-100,-100.0,-100.0,6.0,22.0,33.0,46.0,60.0,73.0,86.0,99,40.58432910364424,0.9945444104135998,1.094719195,16.47019867535998,0.0814,0.09152,0.09526,0.1003200000000106,0.1078000000006795,0.1225400000000718,0.1522399999998924,0.1883199999997487,0.2276120000000448,0.30294,4.793799999999919,-100,-100.0,-100.0,1.0,9.0,18.0,30.399999999999977,54.0,74.20000000000005,88.0,99,8.399630055681419,0.86291877,1.233023993,12.757194244658677,0.2219799999993483,0.2802799999992658,0.3693799999996372,0.5376799999999093,0.5803599999999278,0.7049900000001799,0.8010199999998804,1.122219999999288,2.205059999999321,11.790570000000343,39.79689999999937,-100,-100.0,0.0,1.3999999999999986,2.200000000000003,13.0,17.799999999999997,20.599999999999994,26.600000000000023,31.60000000000001,97,4.224652505664012,0.9798723016114348,1.6832452450961788,22.817588564333295,0.01012,0.01034,0.04312,0.05346,0.06336,0.07128,0.077,0.08184,0.08888,0.09966,34.37830000000031,-100,-100.0,-100.0,-100.0,-100.0,42.0,59.0,67.0,76.0,86.0,99,24.07369449552789,0.999680031,1.0875980484274113,50.0,7
